name,latitude,longitude,zipcode,rating,id
Observer Park Apartments,40.73601752,-74.03281778,7030,5,502
"Charie Properties, LLC",40.73408,-73.99177,10003,4,503
Vermella Lyndhurst,40.803582,-74.114254,7071,4,504
Tahar Décor,40.77157593,-73.92648315,11102,2,505
The Oyster at Edgewater Harbor,40.80400848,-73.99121094,7020,1,506
16 Bennett,40.73841,-74.03023,7304,1,507
Avalon Midtown West,40.76189,-73.98541,10019,4,508
Gold Street Lofts,40.701961,-73.982475,11201,3,509
Aurora,40.7501,-73.937219,11101,3,510
The Regent At Liberty Harbor,40.7155609,-74.0475235,7302,1,511
20 Broad,40.70651,-74.01124,10005,2,512
50 Rector Park,40.74149819,-74.16634988,7102,4,513
The Grande at Metro Park,40.556745,-74.317593,8830,1,514
Joanna Mayfield Marks - Brown Harris Stevens,40.6743,-73.97573,11215,4,515
The Cole Apartments,40.780089,-73.9475076,10128,3,516
110 Green Street,40.733442,-73.956463,11222,5,517
800 Sixth,40.7453911,-73.9904866,10001,3,518
ACR Pro Contractors,40.6715814,-73.9932278,11215,5,519
Windsor at Mariners,40.827176,-73.9724644,7020,5,520
Anagram NoMad,40.7448559,-73.9861526,10016,4,521
Dharma Home Suites,40.719826,-74.037109,7302,1,522
Astoria Tower 31,40.76266,-73.925214,11106,3,523
77 Saint Marks Place Apartment Building,40.72797,-73.985596,10003,3,524
Corporate Oakwood,40.7625862,-73.986467,10019,3,525
R.E.M. Residential,40.75091,-73.985109,10018,1,526
The Green,40.79539,-74.19773,7003,4,527
Batra Group Real Estate,40.74419846,-73.98539297,10016,3,528
Town Soho,40.722401,-74.003487,10013,3,529
Element Condos & Apts,40.77159882,-73.98939514,10023,5,530
Empire One Realty,40.7073195,-73.9627006,11211,1,531
Northridge Coop Section 2,40.7578709,-73.8780286,11369,3,532
The Somerset Luxury Apartments - Glenwood,40.76741,-73.953895,10021,3,533
Andrew Jackson Condominium,40.75002,-73.89567,11372,1,534
Waters Edge At Elizabeth,40.64890109,-74.18346673,7206,5,535
Pink Dorms,40.732381,-73.98434,10003,3,536
Edgewater Towne Center,40.825033,-73.973404,7020,1,537
Clinton Street Lofts,40.73613,-74.1707799,7102,5,538
Midwest Court,40.7654991,-73.9886169,10019,4,539
"Urban Real Estate of New York, LLC",40.7371068,-73.9905693,10003,1,541
230 W 105,40.80023736,-73.96746241,10025,4,542
Merlot Management,40.79114,-73.97306,10024,4,543
Crystal Green Luxury Apartments - Glenwood,40.7558762,-73.9925074,10018,1,544
Brownstone Real Estate,40.6849602,-73.9949566,11231,3,545
71 Broadway Apartments,40.70736,-74.0122,10006,5,546
Time Equities,40.73473358,-73.9940567,10003,1,547
The Brompton,40.77807896,-73.9542143,10028,3,548
Brick Real Estate,40.6912499,-73.9971,11201,3,549
Mark Plus Lofts,40.675781,-73.956681,11238,1,550
333 Rector Pl,40.70957,-74.01733,10280,5,551
Jamella Swift - Keller Williams NYC,40.7501421,-73.9782738,10016,2,552
Brooklyn Prime,40.71365,-73.95123,11211,3,553
Emily Sarrat,40.7261258,-73.9956614,10012,5,554
110 Livingston Development,40.69099,-73.98979,11201,5,555
151 East 80th Street,40.7756353,-73.9581411,10075,4,556
Copperwood Real Estate,40.77625,-73.95173,10028,5,557
Posthouse,40.69343,-73.96448,11205,3,558
S & H Equities,40.72197,-73.98765,10002,3,559
TF Cornerstone,40.7472382,-73.9559937,11109,1,560
Ground Up Home Inspections,40.78725,-73.81181,11357,5,561
Vandeck Builders,40.606554,-73.953013,11229,2,562
"New Vista Horizons, Inc.",40.746505,-73.985473,10016,2,563
Avanguard Realty,40.7662961,-73.9205339,11102,1,564
Skyline New Rochelle,40.90926266,-73.78338043,10801,2,565
Platinum Properties,40.7051415,-74.0067386,10005,4,566
Loisaida Realty,40.72512,-73.976325,10009,4,567
New Bedford Management,40.73829,-73.9826,10010,2,568
Gutnick Realty,40.6683,-73.949943,11225,3,569
Crystal House,40.855859,-73.862598,10462,2,570
Pan Am Equities,40.7513642,-73.9718439,10022,1,571
Soho Lofts Jersey City,40.73309369,-74.0452046,7310,3,572
Brooklyn Vertical,40.676372,-73.95071,11216,3,573
New York City Home Improvement Construction Corporation,40.7183233,-73.9799987,10002,2,574
Avalon at Wesmont Station,40.844326,-74.087406,7075,1,575
Shore Towers Condominium,40.776073,-73.929054,11102,3,576
La Premiere,40.7647245,-73.9827009,10019,3,577
Alta,40.749102,-73.936323,11101,3,578
The Biltmore,40.7604348,-73.9870458,10036,2,579
Christie Property Group,40.7077309,-74.0077612,10038,1,580
Buono's Flooring,40.591,-73.97044,11223,5,581
Union Square Property Management,40.72863,-73.98805,10003,5,582
Doric Brokerage,40.62571,-74.02377,11209,3,583
Renoir House Apartments,40.763812,-73.963477,10065,2,584
Brooklyn Heights Real Estate,40.694198,-73.992988,11201,3,585
Highline Residential,40.75501,-73.92497,11106,1,586
Blueground,40.7484834,-73.9892864,10001,3,587
Marc 900 8th Avenue,40.76429,-73.98439,10019,2,588
Aamen Realty,40.77479,-73.91186,11105,4,589
Karin Carson - Keller Williams Realty,40.84266,-74.20835,7043,1,590
Solil Management,40.74899,-73.98625,10001,3,591
Silver Suites Residences,40.7608913,-73.9988421,10036,2,592
Nycha Smith Houses,40.7086613,-73.9990228,10038,2,593
Carrie Bradshaw's Apartment,40.7353277,-74.0037775,10014,5,594
Chatham 44 Condominium,40.76066,-73.99428,10036,2,595
Margules Properties,40.74310827,-73.9800645,10016,3,596
TF Cornerstone,40.70643,-74.0098,10005,1,597
27 on 27th,40.74937467,-73.94033794,11101,4,598
Avalon Yonkers,40.93963,-73.9018,10701,1,599
Ryan Fazio - Bond New York,40.73459,-73.9909799,10003,5,600
Novo Boutique Living,40.72334,-73.99249,10002,5,601
Arabella 101,40.723476,-73.976578,10009,1,602
Camelot at Bayonne,40.64794968,-74.13819451,7002,2,603
Essential New York Real Estate,40.76523,-73.97557,10019,4,604
Ivan Mijalkovic- Corcoran,40.74458,-73.95378,11101,5,605
Beach Haven Management Corporation,40.5861,-73.96821,11223,4,606
River Crossing,40.78635,-73.9424379,10029,1,607
Quarters,40.71723,-73.9903999,10002,5,608
Washington Geo Plaza Apts,40.75044,-73.89247,11372,5,609
172 Montague,40.69410857,-73.99226779,11201,3,610
Quintess Real Estate,40.662511,-73.96142,11225,5,611
The Clutter Whisperer of New York City,40.748102,-73.974019,10016,5,612
Doorkee,40.75270462,-73.9725647,10017,5,613
City Flats,40.6618195,-73.9617081,11225,1,614
Horderly,40.75095,-73.99811,10001,3,615
The Hammel,40.913013,-73.785273,10801,3,616
Seaview Apartments,40.5944059,-74.0711359,10305,5,617
Crisari Realty,40.72924,-73.980293,10009,3,618
50 Columbus,40.7186737,-74.0397491,7302,4,619
Trump Village,40.577426,-73.973792,11224,1,620
Seward Park Cooperative,40.71528441,-73.98641569,10002,1,621
Marjorie Thompson- Washington Realty Corp.,40.673025,-73.963211,11238,1,622
Berman Realty,40.67416125,-73.97581816,11215,5,623
The Pier Apartments,40.719399,-74.031981,7311,4,624
Bellini Terrace,40.63679123,-73.97219849,11218,5,625
Spanish Princess Cleaning Services,40.7185087,-73.9821796,10002,3,626
Maple Gardens,40.729769,-74.22151,7111,2,627
100 Barclay,40.71401657,-74.01270717,10007,4,628
233 Schermerhorn Lofts,40.688603,-73.9847042,11201,2,629
Eleven33,40.73698,-73.95554,11222,3,630
59 Kent - The Landmark Pencil Factory,40.7305254,-73.95880759,11222,2,631
The Highlands at Rye,40.9866753,-73.6842821,10580,2,632
The Pearson Court Square,40.7443832,-73.94436124,11101,1,633
990 Avenue of the Americas,40.75125,-73.98626,10018,5,634
The Corcoran Group - Brooklyn Heights,40.694618,-73.994514,11201,3,635
Student Rental NYC,40.733203,-73.986251,10003,3,636
HZ Computer,40.71480121,-73.9908483,10002,1,637
L Nelson & Associates Real Estate,40.689712,-73.970436,11205,5,638
The Stratford Luxury Apartments - Glenwood,40.768016,-73.953407,10021,5,639
One Day Bath NY,40.62374,-74.00365,11219,1,640
101 West End Apartments,40.7751499,-73.98838,10023,3,641
Daniel Kuperhand - B&H Properties,40.6875866,-73.9795133,11217,2,642
Murray Hill Crescent,40.74663,-73.97598,10016,2,643
Olympia House,40.7514807,-73.9717502,10017,1,644
The Murray Park,40.74633,-73.98032,10016,4,645
77 Park Avenue Apartments,40.7364674,-74.0337599,7030,1,646
Townhouse Management Corporation,40.75968,-73.98993,10019,4,647
Hunter's Point South Commons,40.74351454,-73.9591916,11101,5,648
Delshah Capital,40.74959782,-73.97953033,10003,5,649
Nooklyn,40.70836666,-73.92193403,11237,3,650
Helmuth Pellegrino Team at The Corcoran Group,40.72285,-73.99878,10012,4,651
Biltmore Plaza,40.74297,-73.98057,10016,2,652
The Gateway,40.746828,-74.260812,7079,4,653
Luxe Micro,40.721263,-73.999325,10013,4,654
Toscano Floor Designs,40.75697105,-73.9361928,11101,5,655
Sovereign at Shipyard,40.7529944,-74.0239383,7030,2,656
G&G Tub & Tile Reglazing,40.662129,-74.000193,11232,5,657
Overall Assembly,40.74002075,-73.98552704,10010,2,658
The Hawthorne Apartments,40.660361,-73.696054,11580,3,659
Embankment House,40.7292813,-74.0454248,7302,3,660
RiverParc,40.782264,-74.007819,7086,5,661
Vandeveer Estates,40.638597,-73.9426262,11210,5,662
Queenswood Apartments,40.7387,-73.85897,11368,5,663
The Buchanan,40.75464,-73.97211,10017,2,664
The Monarch,40.80849,-74.082355,7073,5,665
Bohemia Realty Group,40.8040799,-73.95506807,10026,2,666
New York City Electricians,40.72824635,-73.98706302,10003,4,667
Bonnie Berman,40.735191,-74.002479,10014,1,668
The Alexander,40.81641232,-73.98168607,7020,1,669
Shore Haven Apts,40.59867,-74.00191,11214,4,670
"Urban OrgaNYze, LLC",40.76275504,-73.98135744,10019,5,671
Tungsten Property,40.7207274,-73.99837033,10013,3,672
The Marc,40.7645394,-73.983898,10019,1,673
"California Closets - New York, NY",40.775747,-73.94751331,10028,1,674
Murray Hill Tower Apartments,40.7488566,-73.9732339,10016,3,675
Jessica White - The Corcoran Group,40.71578342,-73.95980169,11211,5,676
apartmentjeanie,40.73124,-73.9888,10003,1,677
Silklofts,40.65859,-74.1191,7002,5,678
Twenty50 by Windsor,40.85237388,-73.96519609,7024,1,679
Ocean Towers,40.57439,-73.99106,11224,4,680
Cityproof Windows,40.7520943,-73.9482346,11101,1,681
Standard Living Realty,40.66963,-73.99287,11215,5,682
Eden Rock Owners,40.71336,-73.81638,11435,3,683
Brooklyn's Best AC,40.6712471,-73.9576572,11238,1,684
Riverwalk Crossing,40.75798416,-73.95397949,10044,4,685
A to Z Renovations,40.61743,-73.94198,11234,1,686
Carnegie Park,40.783672,-73.949188,10128,5,687
The Clermont Armory,40.6924599,-73.97054,11205,1,688
Crown Heights Apartments,40.6713636,-73.9432632,11213,5,689
Little Wolf Cabinet Shop,40.77466,-73.9514,10028,2,690
The Bromley,40.78637,-73.97736,10024,3,691
Andy Ryan Photographer,40.71217,-73.96372,11249,5,692
Reis,40.7578609,-73.9824298,10036,1,693
Village Living NYC Rentals,40.7331332,-73.9914431,10003,3,694
West 96th Apartments,40.793337,-73.967587,10025,4,695
Embassy House,40.75295,-73.96951,10017,5,696
Top Quality Management,40.70211,-73.95572,11211,2,697
JC Real Estate Capital,40.615402,-73.987397,11204,2,698
Palisade Terrace Apartments,40.84447,-73.97214,7024,5,699
Bronstein Properties,40.65285,-73.95853,11226,3,700
Brooklyn Warehouse 180,40.69829,-73.98428,11201,3,701
Rol Realty,40.76609,-73.98683,10019,4,702
Galaxy Towers,40.79146586,-74.00045022,7093,5,703
Roeblin Group,40.71561,-73.99027,10002,3,704
The Litvak Team,40.71996275,-73.96123883,11249,2,705
GPS Realty NYC,40.744068,-73.98069,10016,1,706
Hemisphere House,40.76405,-73.97699,10019,5,707
Awaye Realty Management,40.67572,-73.99937,11231,2,708
Spring Creek Towers,40.650168,-73.883684,11239,3,709
Ridgewood Collective,40.6953092,-73.9107336,11237,3,710
The Pierrepont,40.69465036,-73.9914963,11201,5,711
Classic Realty,40.76005,-73.97244,10022,1,712
Avalon Great Neck,40.79679937,-73.71215565,11023,4,713
AXE Realty NYC,40.889653,-73.8989578,10471,3,714
Manhattan Life Real Estate,40.717946,-73.985018,10002,4,715
Serone Realty / Michael Sloan,40.7321607,-74.0018007,10014,4,716
The Junction Group,40.68639,-73.95001,11216,3,717
Choice New York Companies,40.749913,-73.994405,10010,1,718
Lang Realty,40.671475,-73.950044,11216,1,719
World Class Maintenance Inc.,40.83073,-73.41121,11746,2,720
Liberty Green,40.71661,-74.0143499,10282,1,721
Park Plaza Owners Corporation,40.7336552,-73.8621051,11374,4,722
Hippodrome Concierge Services,40.723263,-73.849937,11375,3,723
Canal Lighting and Parts,40.72011,-74.00256,10013,3,724
540 West,40.76465607,-73.99425507,10019,2,725
Window Horizons - Hunter Douglas Shades And Blinds,40.78893,-73.97063,10024,5,726
500 Sterling Place,40.674093,-73.961809,11238,1,727
432 Park Avenue Luxury Apartments,40.7609024,-73.9715958,10022,1,728
67 Wall Street,40.70564,-74.00827,10005,2,729
Urban Dwellers NYC,40.7331085,-73.9978485,10011,3,730
Affordable Housing Real Estate Corporation,40.66428,-73.94398,11225,4,731
Bonnie's Maids,40.729795,-74.033518,7310,3,732
475 Clermont,40.68385008,-73.96895449,11238,1,733
Station at Lyndhurst,40.79920197,-74.09542084,7071,4,734
Stylish Window Treatments,40.758996,-73.962734,10022,2,735
Janovic Paint & Decorating Center,40.7385399,-73.9835353,10010,5,736
Metropolitan & Waterfront Residential Brokerage,40.7265453,-74.0331859,7310,2,737
Citi Living Solutions,40.71933708,-73.8428356,11375,1,738
RiverTrace,40.7835692,-74.0039337,7093,5,739
Bay Ridge Realty,40.61901,-74.03306,11209,4,740
Big Apple Locksmith,40.695013,-73.982843,11201,1,741
Apex Hudson Riverfront,40.931117,-73.90423,10701,5,742
85 John Street,40.708501,-74.006489,10038,4,743
TF Cornerstone,40.74543624,-73.94176483,11109,5,744
Christina Brown Gardens,40.6743924,-73.9577814,11238,5,745
Fraziers Realty,40.6814755,-73.9573103,11238,2,746
Hampton Court Luxury Apartments - Glenwood,40.787599,-73.942633,10029,1,747
Lumber Boys,40.74727325,-73.9744436,10016,5,748
East River Housing Corporation,40.71388,-73.97895,10002,3,749
The Lara NYC,40.71086617,-74.00730283,10038,5,750
Bayonne Bay,40.67073193,-74.09475101,7002,5,751
Woodcrest At Clark,40.62701762,-74.32207845,7066,1,752
Harmon Cove Towers,40.783957,-74.0791161,7094,5,753
Park Bayonne,40.68180548,-74.11122354,7002,1,754
Sovereign Associates,40.8137,-73.9602139,10027,5,755
IFloorNY Hardwood Flooring,40.624443,-74.026966,11209,3,756
The Regent - Glenwood,40.7697983,-73.9838562,10023,1,757
Velsor Realty,40.6274942,-74.0292304,11209,5,758
The Link,40.76362228,-73.98596191,10019,2,759
Strictly Cleaning Restoration,40.66072,-73.99117,11215,2,760
Better Living Properties,40.72232,-73.99199,10002,5,761
Port Liberte,40.69984026,-74.07873653,7305,3,762
Aimco 240 W 73,40.77978389,-73.98261086,10023,2,763
Hollingsworth,40.75148,-73.98611,10018,3,764
The Montenegro of Astoria,40.7686501,-73.9291763,11102,2,765
B'Way Apartments,40.69799,-73.92797,11221,2,766
88 Greenwich,40.70778,-74.01381,10006,1,767
Midtown Luxury Skyrise,40.7602538,-73.9675441,10022,4,768
Progressive General Contractors,40.61570601,-73.95609085,11230,4,769
Beaux Arts Rental Ofc,40.75098801,-73.97032928,10017,2,770
Residential Hunters,40.74310164,-73.99340905,10011,5,771
Tapiro Realty,40.65431,-73.9526999,11226,3,772
The Art of Tint,40.67749955,-73.9962131,11231,4,773
Horizon House,40.8392,-73.97346,7024,4,774
Water's Edge,40.743546,-74.162392,7029,2,775
Mark Greenberg Real Estate Company,40.7608,-73.97326,10022,1,776
Gamo Realty,40.766039,-73.986792,10036,3,777
The Opal,40.725122,-73.812731,11367,5,778
Oakes Pond At Bloomfield,40.8014313,-74.1882345,7003,1,779
Castle Braid,40.6995163,-73.9291153,11206,1,780
Avalon at Edgewater,40.82054896,-73.97798736,7020,4,781
Robin Pollisky,40.71559,-73.99018,10002,4,782
Peace of Mind Realty,40.68587,-73.92346,11221,2,783
Kennan Ash,40.75946,-73.96385,10022,2,784
Start to Finish Organizing,37.79893302,-122.3983587,94111,3,785
City Soundproofing,40.75301,-73.99582,10001,5,786
Domain Properties,40.7487799,-73.98718,10001,3,787
Riverbank,40.761242,-73.9977809,10036,3,788
Premier Metro Realty,40.6773043,-73.9937431,11231,2,789
The VIP Team - COMPASS,40.739291,-74.041095,7030,1,790
DV Locksmith & Hardware,40.768526,-73.92426,11102,3,791
Madox Apartments,40.71384,-74.04094,7032,4,792
Danik Electrical,40.59969,-73.99923,11214,4,793
37 Wall Street,40.70658,-74.01003,10005,4,794
212-PAINTER,40.7445902,-73.9876109,10001,3,795
Teachers Village - Newark,40.73407333,-74.17463167,7102,5,796
Yan Lee - Brooklyn Heights Real Estate,40.6943,-73.99294,11201,4,797
Curtis Chance Realty,40.637883,-73.953373,11210,5,798
Diana Tian - Coldwell Banker Residential Brokerage,40.72056613,-74.0436676,7302,2,799
12 East 88 Street,40.78236,-73.95859,10128,1,800
Casino Home Inspections,40.84481,-73.41182,11746,5,801
Wall The Partition-Temporary Wall NYC-Pressurized Wall NYC,40.73675,-73.89923,11377,1,802
MidCiti Interiors Wallpaper Installation,40.76149,-73.99138,10036,5,803
Perfect Strangers of NYC,40.74659813,-73.99732195,10001,2,804
Briar Oaks,40.89139,-73.9093,10471,3,805
The Sovereign,40.75843,-73.96063,10022,4,806
Blackstone Properties Of New York,40.70648,-74.00912,10005,3,807
The Meurice - WAM Partners,40.765807,-73.978095,10019,2,808
Galaxy Towers Condominium Association,40.79145111,-74.00045022,7093,4,809
Great Neck Maids,40.78696,-73.7274,11021,5,810
The Classic Kew Gardens,40.7094803,-73.8272934,11415,5,811
Billiard Factory Lofts,40.67685,-73.96439,11238,1,812
Cityami,40.720087,-74.000892,10013,3,813
Cobalt Lofts,40.735705,-74.15283,7029,4,814
Kingsbridge Arms,40.874511,-73.902923,10463,3,815
Crown Gardens Housing Corporation,40.6671951,-73.95032242,11225,4,816
295 Central Park West,40.78778,-73.96791,10024,1,817
The Apthorp,40.7837699,-73.98134,10024,2,818
Annette Akers - Serhant,40.72356602,-74.00304106,10016,2,819
Susan Chan Real Estate,40.75976563,-73.98796844,10036,3,820
Perfect Sublet,40.7488409,-73.9871375,10001,3,821
Brooklyn Blocks Real Estate,40.65195,-73.943685,11225,3,822
Ben Bay Realty Co,40.615812,-74.012516,11228,4,823
Citi Habitats,40.72729,-73.99539,10012,3,824
Shabir Ahmad - The Corcoran Group,40.6961241,-73.9970126,11201,4,825
Smith Woodward Plaza,40.67939,-73.9342999,11213,5,826
Aaron Mazor - Town Real Estate,40.7223881,-74.0036039,10013,3,827
Marcos+Bruno Tile Replacement,40.66743469,-73.98274994,11215,3,828
Gentry Apartments,40.65402,-73.94849,11226,5,829
Aquablu,40.7303,-74.03143,7310,4,830
Canco Lofts Condominium Center,40.73826215,-74.0688015,7306,5,831
Pullover,40.71424,-74.00642,10079,5,832
1 Day Window Treatments,40.76615,-73.99179,10019,3,833
Troy Towers,40.7903499,-74.19882,7003,5,834
North Queensview Homes,40.7641594,-73.93481,11106,5,835
Golden Touch Realty & Management,40.7466756,-73.8902686,11373,3,836
The Aldyn,40.7745737,-73.9909786,10069,2,837
American Dream Real Estate,40.7465886,-73.9002912,11377,5,838
Yorkshire Towers,40.77783125,-73.95162559,10028,4,839
360 West 43rd Street,40.758682,-73.991605,10036,2,840
Cliff View Gardens,40.84967422,-74.07808685,7075,1,841
10 East End Avenue,40.77108,-73.948189,10075,3,842
Goldin Management,40.6748,-73.97171,11217,5,843
Goodbye Clutter,40.78332,-73.95644,10128,3,844
Larry The Painter,40.72514,-73.80275,11366,3,845
Kate Spiro Interior Design,40.6967,-73.99003,11201,4,846
The Palisades,40.84765,-73.966198,7024,4,847
Chesterfields NYC,40.743432,-73.999842,10011,5,848
New York Dwellings,40.671867,-73.983711,11215,5,849
Secur-A-Door,40.721091,-73.910324,11378,1,850
Kings County Nurseries,40.659145,-73.947335,11203,3,851
Larstrand,40.78271973,-73.98042592,10024,3,852
NYKB,40.74320224,-73.98984075,10010,1,853
Arta Restoration,40.7173712,-73.8160145,11435,1,854
The Rivington Apartments,40.7519667,-74.0325368,7030,3,855
Dyno Moving,40.704796,-74.007281,10005,2,856
Milstein Properties -4,40.77076721,-73.98157501,10023,1,857
Roomeze,40.67476,-73.963454,11238,5,858
19 Dutch Apartments,40.709399,-74.0077106,10038,3,859
Lexington Painting,40.74551727,-73.98060557,10016,5,860
LL Real Estate Services,40.70721,-74.01748,10280,1,861
River Hill Gardens,40.85705,-73.91653,10453,4,862
Organized by Nina,40.7141,-74.00949,10007,2,863
The Capri,40.84456,-73.910702,10457,5,864
Bright Movers,40.72459192,-73.97467154,10009,4,865
AIRE,40.77556824,-73.98449569,10023,4,866
3 Journal Square Apartments,40.73393518,-74.064115,7306,1,867
210-220 East 22nd Street,40.73779801,-73.9831407,10010,4,868
Organic Tim’s Cleaning,40.7422,-74.26224,7079,4,869
Linden Hill No 2 Company-Op Corporation,40.774659,-73.84317,11354,4,870
The Brooklyn Zinc,40.678116,-73.96472,11238,4,871
Theater House,40.745272,-73.976278,10016,5,872
S & S Handyman,40.757913,-73.9907,10036,4,873
Sasha A Gurevich - EXP Realty,40.70256833,-73.99504167,11201,4,874
P W V Management,40.79466641,-73.96627285,10025,5,875
Citizens International Realty,40.6453,-73.94824,11226,2,876
Dugald Loughnan - Brown Harris Stevens,40.73377,-73.99115,10003,5,877
Esplanade Gardens,40.823448,-73.9374596,10039,3,878
51st-52nd St Tenants Corporation,40.74756622,-73.91255188,11377,2,879
Jonathan Caldwell Noh,40.69468406,-73.9899214,11201,5,880
Penny Lane Owners Corporation,40.73937,-73.98209,10010,1,881
LoHo Realty,40.713875,-73.980049,10002,5,882
243 West End Owners,40.77938,-73.985107,10023,5,883
Airnizer,40.7477797,-73.9559199,11109,1,884
Cast Iron Lofts,40.734613,-74.044656,7310,5,885
Cut The Clutter,40.78247,-73.9508,10128,3,886
Astoria at Hallet's Cove,40.7675705,-73.9350967,11106,5,887
Joelle Chilazi Compass Jersey City - Hoboken,40.716918,-74.035274,7302,5,888
Adam Miller - Compass,40.736366,-73.993751,10011,5,889
Carnegie Management,40.7050528,-73.9492603,11206,2,890
The Centria,40.75754,-73.97932,10036,2,891
David Wolff - Compass Real Estate,40.678189,-73.944116,11216,4,892
Mary Kae Higgins - Coldwell Banker Reliable,40.629814,-74.0228163,11209,3,893
Mulberry South,40.72509,-73.994415,10012,1,894
Riva Pointe Developement,40.7582922,-74.0253654,7086,2,895
Mr. Handy NYC,40.7422769,-73.9066801,11377,1,896
SC Management Company,40.76337,-73.97451,10019,5,897
Anchor Associates Group,40.76038557,-73.96813792,10022,5,898
The Wave,40.7183991,-73.963233,11249,3,899
Waterside Village,40.8546223,-74.0334507,7643,1,900
Third & Valley,40.74334033,-74.26137866,7079,3,901
Carroll Group Residential,40.75282669,-73.97830963,10017,3,902
Liberty Terrace,40.8313463,-74.0955802,7073,1,903
Beatriz Vargas- The Corcoran Group,40.68721,-73.97591,11217,2,904
Suzanne Remy Colton-Platinum Properties,40.707095,-74.010088,10005,2,905
Argo Residential,40.738739,-73.994763,10011,2,906
The Corcoran Group - Brooklyn Heights,40.6951099,-73.9911132,11201,1,907
Dwelling Group Real Estate,40.63179,-74.0297,11209,2,908
Faisal Masoud - Highline Residential,40.68088,-73.93743,11233,2,909
Quinn Ferree - Compass,40.737636,-73.9929658,10011,2,910
511A Greene Realty,40.70669,-73.96064,11211,1,911
Military Park Building,40.73836,-74.16914,7102,3,912
Habitat,40.74261,-73.98083,10016,2,913
Amighini Architectural,40.739915,-74.06085,7306,4,914
Jonathan Abbou - Village Broker,40.735,-74.00648,10014,5,915
Home Solutions,40.792271,-73.966105,10025,3,916
Jeff Putterman - Beaudoin Realty Group,40.7495201,-73.8877127,11372,5,917
LevinChang Team - Keller Williams,40.718074,-74.003486,10013,5,918
Hitchingham Electric,40.727988,-73.981201,10009,4,919
The Harrison,40.78152226,-73.9802232,10023,4,920
PropertyBook NYC,40.70793,-73.830627,11415,4,921
Fourth Housing Co,40.73404,-73.8075713,11365,3,922
Piere Michel,40.7077951,-74.0074731,10038,2,923
Balsam Village,40.673969,-73.848709,11417,4,924
Rapid Realty CH Loft,40.693356,-73.955589,11205,1,925
Star Cities Management,40.7246061,-73.9996645,10012,5,926
Arid Basement Waterproofing,40.9890116,-74.0959518,7450,2,927
Bridge Suites,40.76046788,-73.9620626,10022,4,928
Tabak Real Estate,40.716308,-74.009941,10013,1,929
Brooklyn Connect,40.672951,-73.9536789,11216,2,930
The Brownstones at Englewood South,40.8828603,-73.99121776,7631,1,931
Valet at One Carnegie Hill,40.785185,-73.947418,10128,3,932
The Manor at Totowa,40.90203857,-74.22195435,7512,1,933
E & Jeryg Management Company,40.64297,-73.97851,11218,2,934
Jonathan Barsness - Interior Painting,40.6705627,-73.9861784,11215,5,935
Aleph Living,40.759624,-73.978733,10111,4,936
Archview Flats,40.655214,-74.135523,7002,2,937
Century 21,40.74532,-73.88864,11373,2,938
Landlord Management,40.69277573,-73.99127197,11201,3,939
Riverfront at Cranford Station,40.654169,-74.301901,7016,1,940
Olympic City Real Estate,40.742466,-73.918688,11104,4,941
Renegade New York,40.7049499,-73.92847,11237,4,942
The Van Dorn - WAM Partners,40.765511,-73.978508,10019,4,943
CitiQuiet Soundproof Windows,40.78404363,-73.96857816,11101,1,944
118 Fulton Street,40.70997,-74.00742,10038,1,945
Baby Bodyguards,40.61681,-73.93217,11234,5,946
Resource Furniture,40.7607444,-73.9669261,10022,2,947
Go Green,40.6859,-73.98172,11217,1,948
FENWICK KEATS Real Estate,40.7436295,-73.9835739,10016,1,949
River Club at Hudson Park Apartments,40.937115,-73.902456,10701,3,950
Sylvia Dimova - The Corcoran Group,40.69472,-73.99447,11201,4,951
Jonis Realty,40.72964545,-73.9871156,10003,2,952
372 9th Luxury Rentals,40.7289862,-74.0502451,7302,2,953
Piece of Cake Moving & Storage,40.7395643,-73.9862545,10010,2,954
Saldo Properties,40.77043152,-73.95284271,10021,5,955
Real Renos,40.7501421,-73.9782738,10016,2,956
4 Points Properties,40.7190816,-74.0090777,10013,3,957
Delta Properties Usa Incorporated,40.63357,-74.08622,10301,5,958
City Apartment Group,40.74595,-73.98287,10016,3,959
Post Towers,40.7090948,-74.0148912,10006,5,960
Scenic Hill Condominium Association,40.7607888,-74.2968458,7052,4,961
Wood Flooring Masters,40.75564,-73.971368,10022,3,962
New City Management,40.86988,-73.91612,10034,3,963
Bartunek Hardware,40.77554,-73.91406,11105,4,964
19 St Marks Apartments,40.72913,-73.98859,10003,2,965
Ny Steamers,40.7637495,-73.9846917,10019,1,966
Swoon Spaces,40.78273,-73.95143,10128,5,967
Gantry Park Landing,40.743337,-73.9579717,11101,1,968
Urban Spaces Realty Group,40.6485315,-73.9991747,11232,3,969
Studio 19 WoodWorks,40.64561812,-74.02391257,11220,5,970
65 Bay Street,40.71979,-74.03619,7302,5,971
The Corcoran Group,40.694797,-73.993476,11201,4,972
Ernst & George Realty Group,40.7016,-73.88779,11385,3,973
Vermella Crossing,40.755653,-74.142851,7032,4,974
The Maestro Group,40.79758,-73.93386,10035,5,975
DoortoDoor Realty,40.6412199,-74.07604,10301,2,976
Avalon Rockville Centre,40.659559,-73.650428,11570,4,977
Marine Park Apartments,40.6080818,-73.9393311,11229,5,978
Chelsea Lane Apartments Management Office,40.737642,-73.993685,10011,2,979
